,VNINDEX,BVH,CSM,CTG,CII,DPM,FLC,EIB,DRC,FPT,HAG,HCM,GMD,HPG,IJC,HSG,MBB,MSN,ITA,OGC,KDC,PVD,PPC,PVT,VCB,SSI,STB,REE,VIC,VNM,NGANHANG,KHOANGSAN,NANGLUONG,VN30,UPCOM,CONGNGHE
2012-01-03,351.65,36.775,3.08,10.015,9.965,12.735,11.375,11.315,5.225,15.83,13.425,7.885,9.63,3.745,8.83,1.0043016091968684,6.65,57.245,4.76,7.16,8.62,18.785,4.415,2.33,11.23,8.505,10.195,6.64,24.97,28.51,352.715,350.835,350.455,380.15,33.7,345.5
2012-01-04,350.35,37.0625,3.0525,9.9875,9.79,12.735,11.825,11.2775,5.21,15.954999999999998,13.307500000000001,7.775,9.56,3.71,8.9375,0.996921401405308,6.635,56.927499999999995,4.7775,7.0,8.55,18.5375,4.3725000000000005,2.37,11.4075,8.38,10.3475,6.7125,25.0325,28.270000000000003,353.1375,350.685,349.0575,376.2,33.625,346.025
2012-01-05,348.23333333333335,36.90833333333333,3.0216666666666665,10.026666666666667,9.69,12.735,12.126666666666667,11.278333333333334,5.195,15.92,13.153333333333334,7.68,9.491666666666667,3.655,8.781666666666666,0.9919737584075913,6.63,56.29,4.736666666666667,6.871666666666667,8.456666666666665,18.290000000000003,4.345,2.395,11.475,8.295,10.451666666666666,6.756666666666667,25.073333333333334,27.843333333333334,353.72499999999997,350.1383333333333,347.8183333333333,372.7,33.63333333333333,344.5516666666667
2012-01-06,345.7625,36.41625,2.99625,10.088750000000001,9.60375,12.735,12.36125,11.25875,5.1775,15.897499999999999,12.9275,7.58375,9.477500000000001,3.605,8.6075,0.9857262803531118,6.62,55.655,4.68125,6.75125,8.38625,18.165,4.31625,2.41625,11.37875,8.1925,10.49625,6.7425,25.0625,27.51,352.28125,349.445,346.015,370.2125,33.625,344.10125
2012-01-07,345.7625,36.41625,2.99625,10.088750000000001,9.60375,12.735,12.36125,11.25875,5.1775,15.897499999999999,12.9275,7.58375,9.477500000000001,3.605,8.6075,0.9857262803531118,6.62,55.655,4.68125,6.75125,8.38625,18.165,4.31625,2.41625,11.37875,8.1925,10.49625,6.7425,25.0625,27.51,352.28125,349.445,346.015,370.2125,33.625,344.10125
2012-01-08,343.8,36.29666666666666,2.9683333333333333,10.113333333333335,9.483333333333333,12.735,12.69,11.24,5.161666666666667,15.92,12.761666666666665,7.483333333333334,9.426666666666668,3.5583333333333336,8.533333333333333,0.9795345040718596,6.609999999999999,55.125,4.655,6.614999999999999,8.308333333333335,17.958333333333332,4.283333333333334,2.445,11.428333333333333,8.088333333333333,10.596666666666666,6.776666666666666,25.093333333333334,27.176666666666666,352.1366666666667,348.9816666666666,344.535,366.8999999999999,33.6,343.635
2012-01-09,339.3833333333333,34.788333333333334,2.935,10.216666666666667,9.308333333333335,12.735,12.908333333333333,11.253333333333332,5.123333333333334,15.843333333333334,12.471666666666666,7.331666666666666,9.39,3.4516666666666667,8.116666666666667,0.9732804119200186,6.61,53.53666666666667,4.585,6.495,8.103333333333333,17.743333333333332,4.2716666666666665,2.445,11.255,7.8933333333333335,10.761666666666665,6.776666666666666,24.84166666666667,26.349999999999998,348.7383333333333,347.305,341.7616666666666,366.1333333333334,33.61666666666667,342.4466666666667
2012-01-10,338.3833333333334,33.546666666666674,2.9633333333333334,10.378333333333332,9.155,12.735,13.126666666666665,11.293333333333331,5.11,15.898333333333333,12.401666666666666,7.3133333333333335,9.463333333333333,3.4116666666666666,7.833333333333333,0.9782371327465024,6.63,53.11333333333332,4.585,6.495,7.993333333333333,17.71166666666667,4.295000000000001,2.4333333333333336,11.030000000000001,7.873333333333332,11.020000000000001,6.823333333333333,24.358333333333334,25.87,346.25666666666666,346.05999999999995,341.4766666666667,369.95,33.550000000000004,343.88000000000005
2012-01-11,341.6166666666666,33.60166666666667,3.015,10.568333333333333,9.111666666666666,12.735,13.536666666666667,11.421666666666667,5.153333333333333,15.993333333333334,12.493333333333334,7.425,9.445,3.401666666666667,7.640000000000001,0.9869931083533725,6.703333333333333,53.90833333333333,4.655,6.6000000000000005,7.961666666666666,17.946666666666665,4.348333333333334,2.4450000000000003,11.013333333333334,8.036666666666667,11.476666666666667,6.921666666666667,24.066666666666666,25.576666666666664,349.75499999999994,345.28999999999996,343.33500000000004,376.04999999999995,33.5,345.6766666666667
2012-01-12,343.2875,34.53625,3.005,10.665000000000001,9.122499999999999,12.735,13.775,11.578750000000001,5.16375,16.01125,12.475,7.435,9.44875,3.4225,7.47375,0.9876301296684663,6.745,54.981249999999996,4.62875,6.57,7.93125,18.143749999999997,4.35125,2.4450000000000003,11.06125,8.06625,11.6,6.893750000000001,24.291249999999998,25.63,353.97249999999997,344.98625,343.01750000000004,378.61249999999995,33.475,345.645
2012-01-13,344.99,35.465,3.008,10.857000000000001,9.172,12.735,13.943999999999999,11.674000000000001,5.159000000000001,16.043,12.473,7.473999999999999,9.507,3.461,7.359,0.9887544583368297,6.8,55.911,4.627,6.57,7.9079999999999995,18.332,4.371,2.445,11.132,8.11,11.662,6.883,24.326,25.677999999999997,357.822,344.79699999999997,343.34900000000005,381.43999999999994,33.46,346.04499999999996
2012-01-14,347.2875,36.125,3.02875,11.00375,9.1925,12.735,14.1975,11.7725,5.17875,16.091250000000002,12.51125,7.539999999999999,9.53875,3.4875,7.25,0.9932483436314811,6.845,56.9275,4.637499999999999,6.5925,7.918749999999999,18.50375,4.390000000000001,2.45375,11.14875,8.219999999999999,11.828750000000001,6.9075,24.322499999999998,25.709999999999997,361.43625,344.62,344.35125000000005,384.3125,33.425000000000004,346.80999999999995
2012-01-15,349.3833333333334,37.208333333333336,3.0233333333333334,11.141666666666667,9.246666666666668,12.735,14.468333333333334,11.896666666666668,5.196666666666666,16.116666666666667,12.47,7.574999999999999,9.526666666666666,3.5083333333333333,7.126666666666668,0.9920149132114382,6.8999999999999995,57.988333333333344,4.631666666666666,6.585000000000001,7.911666666666666,18.771666666666665,4.3999999999999995,2.4683333333333333,11.219999999999999,8.271666666666667,11.96,6.881666666666665,24.528333333333332,25.763333333333332,366.09666666666664,344.39000000000004,344.3066666666667,386.7,33.416666666666664,347.1116666666666
2012-01-16,352.75,38.64,3.0283333333333338,11.516666666666666,9.35,12.735,14.534999999999998,11.980000000000002,5.226666666666667,16.273333333333333,12.561666666666667,7.661666666666666,9.655,3.595,6.915,1.0005467622744262,7.031666666666666,60.31833333333333,4.631666666666667,6.6000000000000005,7.829999999999999,19.036666666666665,4.430000000000001,2.4683333333333333,11.381666666666666,8.354999999999999,11.908333333333333,6.858333333333333,24.56833333333333,25.790000000000003,371.4016666666667,344.07666666666665,343.8866666666666,391.7166666666667,33.38333333333333,348.5716666666667
2012-01-17,356.75,39.445,3.073333333333333,11.928333333333335,9.506666666666666,12.735,14.473333333333331,11.865,5.351666666666667,16.393333333333334,12.69,7.8116666666666665,9.681666666666667,3.6533333333333338,6.878333333333334,1.0139061701302297,7.145,62.44,4.678333333333334,6.69,7.935,19.123333333333335,4.4799999999999995,2.4683333333333333,11.506666666666668,8.491666666666665,11.888333333333334,6.918333333333333,24.36,25.816666666666666,374.27833333333336,344.16499999999996,345.1566666666667,395.76666666666665,33.416666666666664,349.9183333333333
2012-01-18,360.1166666666666,40.41166666666666,3.11,12.243333333333334,9.621666666666668,12.735,14.53,11.761666666666665,5.4799999999999995,16.451666666666668,12.756666666666668,7.913333333333334,9.706666666666665,3.6650000000000005,6.986666666666667,1.0319285772203217,7.185,63.555,4.701666666666667,6.75,8.113333333333332,19.26,4.523333333333333,2.4683333333333333,11.645000000000001,8.563333333333333,11.898333333333333,6.968333333333334,24.213333333333328,26.05666666666667,377.56,344.52666666666664,346.66,400.15000000000003,33.5,350.315
2012-01-19,362.1375,41.1575,3.11875,12.408750000000001,9.71875,12.735,14.657499999999999,11.78,5.525,16.425,12.8025,7.9825,9.74125,3.6825,7.0287500000000005,1.0426970386724852,7.1975,63.8075,4.7162500000000005,6.7837499999999995,8.225,19.39875,4.56125,2.4625,11.686250000000001,8.608749999999999,11.93375,7.0025,24.198749999999997,26.35,380.6825,344.96625,349.0425,403.7125,33.574999999999996,350.3925
